"oil_spill_id","From","jiv_number","date_reported","date_spill","date_spill_clean","jiv_date","facility_equipment/incident_site","area/terrain","cause","volume","cleanup_status","comments","lga","jiv_lookup_id","JIV.Asset.Id","JIV.Url","JIV.Cause.Verified","JIV.Location.Verified","JIV.Comment","Included","Monitors manual changes","JIV Location - reconstructed to monior manual changes in split data","Location.Type","Location.Unit","Lat/Northing","Long/Easting","Area","Area Unit","photo_lookup_id","Photo.Asset.Id","Photo.Url","Photo.Damage.Followup","map.type","map.description","map.lat","map.lon","Photo.Damage"
"34","shell","1457280","8/5/15","","","8/7/15 0:00","Etelebou Well 6 Flowline at Ogboloma","Swamp","Mystery Spill","2","Recovery completed on 21 Aug 2015, assessment completed on 10 Feb 2016, clean-up and remediation completed on 19 Jan 2017, site certification planned for March 2017","-","","34jiv","463","https://decoder.blob.core.windows.net/oil-spill-assets/data/463.pdf","2015-08-04 - 2015-08-07 - Other - Other","NEMB - DEC - 5.01883 - 6.358 - 0.122 - ha","Investigation start date lists 2 dates: the 7th and the 20th of August 2015. Investigation end date is the 5th of November; Additionally, cause is listed as others: Mystery spill; Coordinate taken during JIV for area calculation:\nlat:5.01885- lon:6.358 (and 13 others)","Y","Change","LLWGS - DEC - 5.01883 - 6.358 - 0.122 - ha","LLWGS","DEC","5.01883","6.358","0.122","ha","34photo","418","https://decoder.blob.core.windows.net/oil-spill-assets/data/418.pdf","Not enough details","WGS84","",5.01883,6.358,
"35","shell","1097891","1/4/14","","","1/8/14 0:00","Santa Barbara Well 6T Flowline at Ikegimakiri","Swamp","Sabotage","5","No recoverable oil found, assessment completed on 27 Mar 2014, clean-up and remediation completed on 02 Jul 2014, site certified on 09 Sep 2014","-","","35jiv","356","https://decoder.blob.core.windows.net/oil-spill-assets/data/356.pdf","41642 - 41647 - Crude oil theft (illegal bunkering) point - Third party interference; crude theft","NEMB - DEC - 61287.97 - 450029.95 - 0.04 - ha","0","Y","No change","NEMB - DEC - 61287.97 - 450029.95 - 0.04 - ha","NEMB","DEC","61287.97","450029.95","0.04","ha","35photo","309","https://decoder.blob.core.windows.net/oil-spill-assets/data/309.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.551712172301523,6.476190771182686,
"36","shell","1020073","8/5/13","","","8/6/13 0:00","12'' Imo River to Ogale Pipeline at Umuedeokwara (Odagwa)","Land","Sabotage","54","Recovery completed on 16 Aug 2013, assessment completed on 17 Aug 2013, clean-up and remediation completed on 21 Oct 2013, site certified on 30 Nov 2013","-","","36jiv","817","https://decoder.blob.core.windows.net/oil-spill-assets/data/817.pdf","2013-08-05 - 2013-08-06 - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 108504.54 - 523183.81 - 0.24 - ha","","Y","No change","NEMB - DEC - 108504.54 - 523183.81 - 0.24 - ha","NEMB","DEC","108504.54","523183.81","0.24","ha","36photo","731","https://decoder.blob.core.windows.net/oil-spill-assets/data/731.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.976273316847973,7.136644974834763,
"37","shell","1619430","4/20/16","","","4/22/16 0:00","Obigbo North Well 38L Flowline at Umuebulu Obigbo","Land","Operational","0.4","No recoverable oil found, assessment completed on 23 May 2016, clean-up and remediation completed on 23 Sep 2016, site certified on 29 Sep 2016","-","","37jiv","41","https://decoder.blob.core.windows.net/oil-spill-assets/data/41.pdf","2016-04-20 - 2016-04-22 - Other - Operational","LLWGS - DEC - 4.89259 - 7.12149 - 0.002 - ha","Others: Corrosion","Y","No change","LLWGS - DEC - 4.89259 - 7.12149 - 0.002 - ha","LLWGS","DEC","4.89259","7.12149","0.002","ha","37photo","3","https://decoder.blob.core.windows.net/oil-spill-assets/data/3.pdf","Not enough details","WGS84","",4.89259,7.12149,
"38","shell","1297185","12/1/14","","","11/29/14 0:00","28'' Bomu - Bonny Pipeline at Oloma.","Swamp","Sabotage","6","Spill was contained on 29 Nov 2014, recovery completed on 02 Dec 2014, assessment completed on 18 Feb 2015, clean-up and remediation completed on 03 Jul 2015, site certified on 06 Jul 2015","-","","38jiv","524","https://decoder.blob.core.windows.net/oil-spill-assets/data/524.pdf","2014-11-29 - 2014-11-29 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","NEMB - DEC - 50083.75 - 524081.80 - 0.27 - ha","","Y","No change","NEMB - DEC - 50083.75 - 524081.80 - 0.27 - ha","NEMB","DEC","50083.75","524081.80","0.27","ha","38photo","465","https://decoder.blob.core.windows.net/oil-spill-assets/data/465.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.448322908302939,7.142739459930234,
"39","shell","683734","7/3/11","","","7/7/11 0:00","Ubie Well 4S Flowline at Ubie","Land","Sabotage / Theft","1","No recoverable oil was found on site. Cleanup of residual impacted area completed on 30th August 2011.","Post Cleanup inspection completed on 15th November 2011.","","39jiv","658","https://decoder.blob.core.windows.net/oil-spill-assets/data/658.pdf","2011-06-03 - 2011-06-07 - Missing pipeline/ flowline","NEMB - DEC - 122280.57 - 454981.27 - 0.0213 - ha","Date is not clear, hard to determine if the date is June or July","Y","No change","NEMB - DEC - 122280.57 - 454981.27 - 0.0213 - ha","NEMB","DEC","122280.57","454981.27","0.0213","ha","39photo","598","https://decoder.blob.core.windows.net/oil-spill-assets/data/598.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.102989867561905,6.522424702516641,
"40","shell","1393279","5/1/15","","","5/6/15 0:00","Opukushi Well 34T Flowline Riser at Agbidiama Egbemo-Angalabiri","Swamp","Operational","7","Spill was contained on 30 Apr 2015, recovery completed on 15 Jun 2015, assessment completed on 15 Jun 2015, clean-up and remediation planned for April 2017","-","","40jiv","659","https://decoder.blob.core.windows.net/oil-spill-assets/data/659.pdf","2015-04-30 - 2015-05-06 - Other - Operational","LLWGS - DEC - 4.91163 - 5.79411 - 1.20 - ha","On arrival at the site, the JIT observed that the incident point was submerged. Upon lifting the flowline, the joint investigation team observed a pin-hole at an elbow, at 6 o'clock position.","Y","No change","LLWGS - DEC - 4.91163 - 5.79411 - 1.20 - ha","LLWGS","DEC","4.91163","5.79411","1.20","ha","40photo","599","https://decoder.blob.core.windows.net/oil-spill-assets/data/599.pdf","Regular","WGS84","",4.91163,5.79411,
"41","shell","1796787","2/5/17","","","3/9/17 0:00","24'' Trans - Escravos Pipeline at Ogidigben","Swamp","Sabotage","4","No recoverable oil found, assessment planned for April 2017","-","","41jiv","83","https://decoder.blob.core.windows.net/oil-spill-assets/data/83.pdf","2017-02-04 - 2017-03-09 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 5.4998 - 5.19731 - 580 - met","","Y","No change","LLWGS - DEC - 5.4998 - 5.19731 - 580 - met","LLWGS","DEC","5.4998","5.19731","580","met","41photo","64","https://decoder.blob.core.windows.net/oil-spill-assets/data/64.pdf","N/A","WGS84","",5.4998,5.19731,
"42","shell","1153511","4/3/14","","","4/8/14 0:00","4'' Obelle - Ibaa Pipeline at Omueze - Ibaa","Land","Sabotage","20","Recovery completed on 09 Apr 2014, assessment completed on 28 Apr 2014, clean-up and remediation completed on 12 Aug 2014, site certified on 23 Oct 2014","-","","42jiv","357","https://decoder.blob.core.windows.net/oil-spill-assets/data/357.pdf","2014-04-02 - 2014-04-08 - Other - Third party interference - Sabotage","NEMB - DEC - 107501.20 - 482574.62 - 0.09 - ha","Cause listed as Others (specify): Irregular punctured hole.","Y","No change","NEMB - DEC - 107501.20 - 482574.62 - 0.09 - ha","NEMB","DEC","107501.20","482574.62","0.09","ha","42photo","310","https://decoder.blob.core.windows.net/oil-spill-assets/data/310.pdf","Not enough details","WGS84","Converted from Nigeria West Belt",4.968568599298261,6.7706976529674705,
"43","shell","1261785","10/2/14","","","10/16/14 0:00","10'' Diebu Creek - Nun River Pipeline at Oporoma.","Swamp","Sabotage","280","Recovery completed on 07 Nov 2014, assessment completed on 20 Nov 2014, clean-up and remediation completed on 27 May 2015, site certified on 24 Jul 2015","-","","43jiv","421","https://decoder.blob.core.windows.net/oil-spill-assets/data/421.pdf","2014-10-01 - 2014-10-16 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 88547.18 - 405235.62 - 0.61 - ha","","Y","No change","NEMB - DEC - 88547.18 - 405235.62 - 0.61 - ha","NEMB","DEC","88547.18","405235.62","0.61","ha","43photo","358","https://decoder.blob.core.windows.net/oil-spill-assets/data/358.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.7992061313740075,6.073183501061019,
"44","shell","1760992","12/2/16","","","12/2/16 0:00","2'' Yokri Well127T Gas Lift Line","Swamp","Sabotage","1","Recovery completed on 02 Dec 2016, assessment completed on 08 Mar 2017, clean-up and remediation planned for August 2017","-","","44jiv","84","https://decoder.blob.core.windows.net/oil-spill-assets/data/84.pdf","2016-12-01 - 2016-12-21 - Third party tampering with valve - Other - Third party interference - Sabotage","LLWGS - DEC - 5.457940 - 5.225527 - 0.01 - ha","On assesment, the JI team observed that the 2""ball valve on Yokri-well 127-T gas lift line was removed by unknown person(s). The two open ends of the gasline were observed to have been blind flanged prior to JIV","Y","No change","LLWGS - DEC - 5.457940 - 5.225527 - 0.01 - ha","LLWGS","DEC","5.457940","5.225527","0.01","ha","44photo","65","https://decoder.blob.core.windows.net/oil-spill-assets/data/65.pdf","Other","WGS84","",5.45794,5.225527,
"45","shell","911964","1/2/13","","","1/5/13 0:00","10'' Diebu Creek - Nun River Pipeline at Onyoma","Swamp","Sabotage","65","Recovery completed on 22 Jan 2013, assessment completed on 05 Feb 2013, clean-up and remediation completed on 09 May 2013, site certified on 28 Jun 2013","N/A","","45jiv","277","https://decoder.blob.core.windows.net/oil-spill-assets/data/277.pdf","2013-01-01 - 2013-01-05 - Hack saw cut - Third party interference","NEMB - DEC - 85261.65 - 404865.88 - 0.79 - ha","","Y","No change","NEMB - DEC - 85261.65 - 404865.88 - 0.79 - ha","NEMB","DEC","85261.65","404865.88","0.79","ha","45photo","223","https://decoder.blob.core.windows.net/oil-spill-assets/data/223.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.769503643288335,6.0697832634148225,
"46","shell","1476660","9/1/15","","","9/4/15 0:00","20'' Rumuekpe-Nkpoku Pipeline at Omuigwor-Ibaa","Land","Sabotage","946","Spill was contained on 04 Sep 2015, recovery completed on 17 Dec 2015, assessment completed on 18 Jan 2016, clean-up and remediation completed on 09 Dec 2016, site certification planned for March 2017","-","","46jiv","966","https://decoder.blob.core.windows.net/oil-spill-assets/data/966.pdf","2015-08-31 - 2015-09-04 - Drilled hole - Third party interference - Sabotage","LLWGS - DEC - 4.95352 - 6.83795 - 2.22 - ha","","Y","No change","LLWGS - DEC - 4.95352 - 6.83795 - 2.22 - ha","LLWGS","DEC","4.95352","6.83795","2.22","ha","46photo","889","https://decoder.blob.core.windows.net/oil-spill-assets/data/889.pdf","Circular","WGS84","",4.95352,6.83795,
"47","shell","1535875","12/1/15","","","12/17/15 0:00","28'' Bomu-Bonny Trans Niger Pipeline at Anyaminima-Oloma","Swamp","Sabotage","22","Spill was contained on 17 Dec 2015, recovery completed on 04 Jan 2016, assessment completed on 26 Jan 2016, clean-up and remediation completed on 02 Sep 2016, site certification planned for March 2017","-","","47jiv","224","https://decoder.blob.core.windows.net/oil-spill-assets/data/224.pdf","2015-12-01 - 2015-12-17 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 04.45219 - 007.17919 - 0.02 - ha","","Y","No change","LLWGS - DEC - 04.45219 - 007.17919 - 0.02 - ha","LLWGS","DEC","04.45219","007.17919","0.02","ha","47photo","181","https://decoder.blob.core.windows.net/oil-spill-assets/data/181.pdf","N/A","WGS84","",4.45219,7.17919,
"48","shell","1171045","5/2/14","","","5/8/14 0:00","Benisede - Akono Well-1S flowline at Ojobo","Swamp","Operational","14","Spill was contained on 30 Apr 2014, no recoverable oil found, assessment completed on 13 Jun 2014, clean-up and remediation completed on 23 Aug 2014, site certified on 30 Sep 2014","-","","48jiv","604","https://decoder.blob.core.windows.net/oil-spill-assets/data/604.pdf","2014-04-30 - 2014-05-08 - Corrosion - Operational","NEMB - DEC - 110428.31 - 361554.04 - 10.75 - ha","Operational cause( corrosion)","Y","No change","NEMB - DEC - 110428.31 - 361554.04 - 10.75 - ha","NEMB","DEC","110428.31","361554.04","10.75","ha","48photo","529","https://decoder.blob.core.windows.net/oil-spill-assets/data/529.pdf","Circular","WGS84","Converted from Nigeria West Belt",4.997897299653245,5.679784290370878,
"49","shell","1243855","9/3/14","","","9/8/14 0:00","Ubie Well 4S flowline at Ubie","Land","Sabotage","4","No recoverable oil found, assessment completed on 25 Sep 2014, clean-up and remediation completed on 02 Jun 2015, site certified on 11 Aug 2015","-","","49jiv","424","https://decoder.blob.core.windows.net/oil-spill-assets/data/424.pdf","2014-09-02 - 2014-09-08 - Hack saw cut - Third party interference - Sabotage","NEMB - DEC - 122321.36 - 454981.22 - 0.045 - ha","","Y","No change","NEMB - DEC - 122321.36 - 454981.22 - 0.045 - ha","NEMB","DEC","122321.36","454981.22","0.045","ha","49photo","361","https://decoder.blob.core.windows.net/oil-spill-assets/data/361.pdf","N/A","WGS84","Converted from Nigeria West Belt",5.10335862638953,6.52242540681364,
"50","shell","1131956","3/1/14","","","3/7/14 0:00","Yokri manifold - 8 LP2 bulk line at Yokri","Swamp","Operational","7","Spill was contained on 28 Feb 2014, no recoverable oil found, assessment completed on 08 Apr 2014, clean-up and remediation completed on 13 Aug 2014, site certified on 30 Sep 2014","-","","50jiv","1192","https://decoder.blob.core.windows.net/oil-spill-assets/data/1192.pdf","2014-02-28 - 2014-03-07 - Corrosion - Operational","NEMB - DEC - 159999.3 - 313610.8 - 640 - met","Corrosion (pin-hole)","Y","No change","NEMB - DEC - 159999.3 - 313610.8 - 640 - met","NEMB","DEC","159999.3","313610.8","640","met","50photo","1116","https://decoder.blob.core.windows.net/oil-spill-assets/data/1116.pdf","Irregular; Corrosion","WGS84","Converted from Nigeria West Belt",5.446914757222511,5.247963400406958,
"51","shell","1501273","10/8/15","","","11/21/15 0:00","16''  Tunu-Brass Creek Pipeline at Agbidiama","Swamp","Sabotage","2","Recovery completed on 23 Dec 2015, assessment completed on 22 Apr 2016, clean-up and remediation planned for May 2017","-","","51jiv","225","https://decoder.blob.core.windows.net/oil-spill-assets/data/225.pdf","2015-10-07 - 2015-11-21 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 4.91497 - 5.61336 - 0.032 - ha","","Y","No change","LLWGS - DEC - 4.91497 - 5.61336 - 0.032 - ha","LLWGS","DEC","4.91497","5.61336","0.032","ha","51photo","182","https://decoder.blob.core.windows.net/oil-spill-assets/data/182.pdf","N/A","WGS84","",4.91497,5.61336,
"52","shell","670232","6/8/11","","","6/10/11 0:00","Obigbo Well 28 Flowline at Obigbo","Land","Sabotage / Theft","5.2","Recovery of spilled volume completed on 14th June 2011. Cleanup of residual impacted area completed on 27th June 2011.","Post Cleanup Inspection completed on 13th July 2011.","","52jiv","1620","https://decoder.blob.core.windows.net/oil-spill-assets/data/1620.pdf","2011-06-06 - 2011-06-10 - Hack saw cut","NEMB - DEC - 100905.12 - 514131.44 - 95.83 - met","2 spill points","Y","No change","NEMB - DEC - 100905.12 - 514131.44 - 95.83 - met","NEMB","DEC","100905.12","514131.44","95.83","met","52photo","1548","https://decoder.blob.core.windows.net/oil-spill-assets/data/1548.pdf","N/A","WGS84","Converted from Nigeria West Belt",4.907918686631798,7.054822713724956,
"53","shell","1433813","7/1/15","","","7/4/15 0:00","20"" Otumara-Escravos Pipeline at Ogidigben","Swamp","Sabotage","33","Recovery completed on 24 Jul 2015, assessment completed on 02 Dec 2015, clean-up and remediation completed on 31 Dec 2015, site certified on 08 Feb 2016","-","","53jiv","667","https://decoder.blob.core.windows.net/oil-spill-assets/data/667.pdf","2015-07-01 - 2015-07-04 - Failed weld-on illegal hot tap valve - Crude oil theft/ illegal bunkering - Third party interference - Crude theft","LLWGS - DEC - 5.5587543 - 5.2023105 - 0.35 - ha","4"" failed illegal hot-tap valve welded at 12 O'clock position","Y","No change","LLWGS - DEC - 5.5587543 - 5.2023105 - 0.35 - ha","LLWGS","DEC","5.5587543","5.2023105","0.35","ha","53photo","607","https://decoder.blob.core.windows.net/oil-spill-assets/data/607.pdf","N/A","WGS84","",5.5587543,5.2023105,
"54","shell","765883","1/16/12","","","1/19/12 0:00","Opukushi Well 33L Right Of Way at Opukushi","Swamp","Operational","2","No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 30th April 2012.","The JIV was conducted in two phases, first to estimate the spill volume on 19th January 2012, and on 27th January 2012, to determine the cause of spill after the spill point was made accessible. Site Certification was completed on 4th May 2012.<br>","","54jiv","280","https://decoder.blob.core.windows.net/oil-spill-assets/data/280.pdf","2012-01-15 - 2012-01-19 - Corrosion - Operational","NEMB - DEC - 99553 - 371750 - 27092 - met","","Y","No change","NEMB - DEC - 99553 - 371750 - 27092 - met","NEMB","DEC","99553","371750","27092","met","54photo","226","https://decoder.blob.core.windows.net/oil-spill-assets/data/226.pdf","Irregular","WGS84","Converted from Nigeria West Belt",4.899370620726335,5.77153576208442,
